ID,Ente di riferimento,Dipartimento,Altri enti,Nome Progetto (Codice univoco a cura del compilatore),risultati,luogo,LAT_WGS84,LON_WGS84,livello (M=città metrop; C=comune; S=sito),principali dati oggetto della ricerca a disposizione,formato del dato,Tipologia di sito,Crierio di scelta del sito,altre info monitorate di cui si possiede dato,Taxon monitorato (1),Componente monitorata (1),Anni di riferimento (dal 2010 in avanti),vista streetview
UNIMIB67,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Cusago_'Cusago',45.44830,9.01428,S,Componente zuccherina nettari dei fiori,excel,Agricolo,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche nettare,2019,
UNIMIB68,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Cusago_'Cusago',45.44830,9.01428,S,Abbondanze insetti volatori (impollinatori),excel,Agricolo,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Abbondanze,2019,
UNIMIB69,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'Giussani1',45.45735,9.16573,S,Componente zuccherina nettari dei fiori,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche nettare,2019,
UNIMIB70,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'Formentano',45.46110,9.21613,S,Componente zuccherina nettari dei fiori,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche nettare,2019,
UNIMIB71,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'Formentano',45.46110,9.21613,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Plant Insects interactions (Api e Sirfidi),2019,
UNIMIB72,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'Formentano',45.46110,9.21613,S,Abbondanze insetti volatori (impollinatori),excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Abbondanze,2019,
UNIMIB73,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_ecostress,https://www.biorxiv.org/content/10.1101/2021.01.29.428756v3,Milano_'Formentano',45.46110,9.21613,S,"Morfometria di insetti, indicazione di stress",excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Morfometria,2020,
UNIMIB74,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_ecostress,https://www.biorxiv.org/content/10.1101/2021.01.29.428756v3,Boffalora Sopra Ticino_'Ticino2',45.46232,8.80524,S,"Morfometria di insetti, indicazione di stress",excel,Naturale,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Morfometria,2020,
UNIMIB75,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Boffalora Sopra Ticino_'Ticino2',45.46232,8.80524,S,Componente zuccherina nettari dei fiori,excel,Naturale,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche nettare,2019,
UNIMIB76,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Boffalora Sopra Ticino_'Ticino2',45.46232,8.80524,S,Interazioni pianta-impollinatore,excel,Naturale,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Plant Insects interactions (Api e Sirfidi),2019,
UNIMIB77,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Boffalora Sopra Ticino_'Ticino2',45.46232,8.80524,S,Abbondanze insetti volatori (impollinatori),excel,Naturale,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Abbondanze,2019,
UNIMIB78,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollininect,_,Boffalora Sopra Ticino_'Ticino2',45.46232,8.80524,S,Composizione chimica di classi a valore nutrizionale,excel,Naturale,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche pollini,2021,
UNIMIB79,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollenbb,_,Milano_'Piazza armi',45.46348,9.11877,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di frammentazione di aree verdi,Land Use e frammentazione,Insetti,Plant Insects interactions (Bombus terrestris),2020,
UNIMIB80,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollenbb,_,Milano_'Piazza armi',45.46348,9.11877,S,Composizione chimica di classi a valore nutrizionale,excel,Urbano,Gradiente di frammentazione di aree verdi,Land Use e frammentazione,Pollini,Proprietà fitochimiche pollini,2020,
UNIMIB81,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,_,Milano_'Piazza armi',45.46348,9.11877,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Plant Insects interactions (Api e Sirfidi),2020,
UNIMIB82,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_ecostress,https://www.biorxiv.org/content/10.1101/2021.01.29.428756v3,Milano_'Forlanini',45.46375,9.25799,S,"Morfometria di insetti, indicazione di stress",excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Morfometria,2020,
UNIMIB83,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'Forlanini',45.46375,9.25799,S,Componente zuccherina nettari dei fiori,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche nettare,2019,
UNIMIB84,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'Forlanini',45.46375,9.25799,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Plant Insects interactions (Api e Sirfidi),2019,
UNIMIB85,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'Forlanini',45.46375,9.25799,S,Abbondanze insetti volatori (impollinatori),excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Abbondanze,2019,
UNIMIB86,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollenbb,_,Milano_'Cascinet',45.46601,9.24254,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di frammentazione di aree verdi,Land Use e frammentazione,Insetti,Plant Insects interactions (Bombus terrestris),2020,
UNIMIB87,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollenbb,_,Milano_'Cascinet',45.46601,9.24254,S,Composizione chimica di classi a valore nutrizionale,excel,Urbano,Gradiente di frammentazione di aree verdi,Land Use e frammentazione,Pollini,Proprietà fitochimiche pollini,2020,
UNIMIB88,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Peschiera Borromeo_'Sanbovio',45.46631,9.31505,S,Componente zuccherina nettari dei fiori,excel,Agricolo,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche nettare,2019,
UNIMIB89,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Peschiera Borromeo_'Sanbovio',45.46631,9.31505,S,Abbondanze insetti volatori (impollinatori),excel,Agricolo,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Abbondanze,2019,
UNIMIB90,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,_,Milano_'Parcodellecave',45.46686,9.10350,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Plant Insects interactions (Api e Sirfidi),2020,
UNIMIB91,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollenbb,_,Milano_'Orto botanico brera',45.47088,9.18965,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di frammentazione di aree verdi,Land Use e frammentazione,Insetti,Plant Insects interactions (Bombus terrestris),2020,
UNIMIB92,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollenbb,_,Milano_'Orto botanico brera',45.47088,9.18965,S,Composizione chimica di classi a valore nutrizionale,excel,Urbano,Gradiente di frammentazione di aree verdi,Land Use e frammentazione,Pollini,Proprietà fitochimiche pollini,2020,
UNIMIB93,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_ecostress,https://www.biorxiv.org/content/10.1101/2021.01.29.428756v3,Milano_'Orto botanico brera',45.47088,9.18965,S,"Morfometria di insetti, indicazione di stress",excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Morfometria,2020,
UNIMIB94,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_ecostress,https://www.biorxiv.org/content/10.1101/2021.01.29.428756v3,Milano_'Sempione',45.47234,9.17554,S,"Morfometria di insetti, indicazione di stress",excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Morfometria,2020,
UNIMIB95,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'Sempione',45.47234,9.17554,S,Componente zuccherina nettari dei fiori,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche nettare,2019,
UNIMIB96,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'Sempione',45.47234,9.17554,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Plant Insects interactions (Api e Sirfidi),2019,
UNIMIB97,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'Sempione',45.47234,9.17554,S,Abbondanze insetti volatori (impollinatori),excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Abbondanze,2019,
UNIMIB98,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_ecostress,https://www.biorxiv.org/content/10.1101/2021.01.29.428756v3,Rodano_'Lucino1',45.47273,9.36418,S,"Morfometria di insetti, indicazione di stress",excel,Agricolo,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Morfometria,2020,
UNIMIB99,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Rodano_'Lucino1',45.47273,9.36418,S,Componente zuccherina nettari dei fiori,excel,Agricolo,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche nettare,2019,
UNIMIB100,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Rodano_'Lucino1',45.47273,9.36418,S,Abbondanze insetti volatori (impollinatori),excel,Agricolo,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Abbondanze,2019,
UNIMIB101,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_ecostress,https://www.biorxiv.org/content/10.1101/2021.01.29.428756v3,Milano_'Montanelli',45.47381,9.19943,S,"Morfometria di insetti, indicazione di stress",excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Morfometria,2020,
UNIMIB102,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'Montanelli',45.47381,9.19943,S,Componente zuccherina nettari dei fiori,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche nettare,2019,
UNIMIB103,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_ecostress,https://www.biorxiv.org/content/10.1101/2021.01.29.428756v3,Milano_'Citylife',45.47704,9.15337,S,"Morfometria di insetti, indicazione di stress",excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Morfometria,2020,
UNIMIB104,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_ecostress,https://www.biorxiv.org/content/10.1101/2021.01.29.428756v3,Milano_'Garibaldi',45.48430,9.19118,S,"Morfometria di insetti, indicazione di stress",excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Morfometria,2020,
UNIMIB105,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_ecostress,https://www.biorxiv.org/content/10.1101/2021.01.29.428756v3,Cuggiono_'Litigio1',45.49247,8.79728,S,"Morfometria di insetti, indicazione di stress",excel,Naturale,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Morfometria,2020,
UNIMIB106,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,_,Milano_'Boscoincitta',45.48548,9.09575,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Plant Insects interactions (Api e Sirfidi),2020,
UNIMIB107,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollenbb,_,Milano_'Boscoincittà',45.48548,9.09575,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di frammentazione di aree verdi,Land Use e frammentazione,Insetti,Plant Insects interactions (Bombus terrestris),2020,
UNIMIB108,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollenbb,_,Milano_'Boscoincittà',45.48548,9.09575,S,Composizione chimica di classi a valore nutrizionale,excel,Urbano,Gradiente di frammentazione di aree verdi,Land Use e frammentazione,Pollini,Proprietà fitochimiche pollini,2020,
UNIMIB109,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollenbb,_,Milano_'IPV',45.48588,9.18783,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di frammentazione di aree verdi,Land Use e frammentazione,Insetti,Plant Insects interactions (Bombus terrestris),2020,
UNIMIB110,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollenbb,_,Milano_'IPV',45.48588,9.18783,S,Composizione chimica di classi a valore nutrizionale,excel,Urbano,Gradiente di frammentazione di aree verdi,Land Use e frammentazione,Pollini,Proprietà fitochimiche pollini,2020,
UNIMIB111,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollininect,_,Segrate_'Segrate',45.49036,9.29459,S,Composizione chimica di classi a valore nutrizionale,excel,Naturale,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche pollini e nettare,2021,
UNIMIB112,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollininect,_,Cuggiono_'Litigio1',45.49247,8.79728,S,Composizione chimica di classi a valore nutrizionale,excel,Naturale,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche pollini,2021,
UNIMIB113,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollenbb,_,Milano_'Orti Palmanova',45.49331,9.23122,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di frammentazione di aree verdi,Land Use e frammentazione,Insetti,Plant Insects interactions (Bombus terrestris),2020,
UNIMIB114,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_pollenbb,_,Milano_'Orti Palmanova',45.49331,9.23122,S,Composizione chimica di classi a valore nutrizionale,excel,Urbano,Gradiente di frammentazione di aree verdi,Land Use e frammentazione,Pollini,Proprietà fitochimiche pollini,2020,
UNIMIB115,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'ParcoLambroMI',45.49461,9.24087,S,Componente zuccherina nettari dei fiori,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Piante,Proprietà fitochimiche nettare,2019,
UNIMIB116,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'ParcoLambroMI',45.49461,9.24087,S,Interazioni pianta-impollinatore,excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Plant Insects interactions (Api e Sirfidi),2019,
UNIMIB117,Università degli Studi di Milano-Bicocca,ZOOPLANTLAB,,UNIMIB_ZPL_polecosyservice,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.14168     ,Milano_'ParcoLambroMI',45.49461,9.24087,S,Abbondanze insetti volatori (impollinatori),excel,Urbano,Gradiente di cementificazione,"Land Use e frammentazione,temperature,precipitazioni",Insetti,Abbondanze,2019,
